Sentence,Sentiment,Tokens
 Moody s said it gave P A1 longterm senior unsecured and P P1 shortterm debt ratings to Finnish lender Aktia Bank s EUR1bn USD1 4 bn euro mediumterm note EMTN program of 25 March 2011 ,neutral,"['Moody', 's', 'said', 'it', 'gave', 'P', 'A1', 'longterm', 'senior', 'unsecured', 'and', 'P', 'P1', 'shortterm', 'debt', 'ratings', 'to', 'Finnish', 'lender', 'Aktia', 'Bank', 's', 'EUR1bn', 'USD1', '4', 'bn', 'euro', 'mediumterm', 'note', 'EMTN', 'program', 'of', '25', 'March', '2011']"
TSLA recall,negative,"['TSLA', 'recall']"
The liquidity providing was interrupted on May 11  2007 when Aspocomp Group Oyj s shares traded below 050 cent  Aspocomp s stock exchange release 1152007  ,neutral,"['The', 'liquidity', 'providing', 'was', 'interrupted', 'on', 'May', '11', '2007', 'when', 'Aspocomp', 'Group', 'Oyj', 's', 'shares', 'traded', 'below', '050', 'cent', 'Aspocomp', 's', 'stock', 'exchange', 'release', '1152007']"
Hargreaves Lansdown bucks weak markets to see assets rise 26 percent,positive,"['Hargreaves', 'Lansdown', 'bucks', 'weak', 'markets', 'to', 'see', 'assets', 'rise', '26', 'percent']"
At 1259 pm  the OMX Helsinki 25 index was 032 pct lower at 269481 ,negative,"['At', '1259', 'pm', 'the', 'OMX', 'Helsinki', '25', 'index', 'was', '032', 'pct', 'lower', 'at', '269481']"
The decision means temporary layoffs of fixed duration at the company s Nastola and Jyvaskyla units  in southern and central Finland  respectively ,neutral,"['The', 'decision', 'means', 'temporary', 'layoffs', 'of', 'fixed', 'duration', 'at', 'the', 'company', 's', 'Nastola', 'and', 'Jyvaskyla', 'units', 'in', 'southern', 'and', 'central', 'Finland', 'respectively']"
The value of the orders is over EUR 10mn ,neutral,"['The', 'value', 'of', 'the', 'orders', 'is', 'over', 'EUR', '10mn']"
Ms Laakso will be responsible for HKScan s HR functions and for their development in all of the Group  smarket areas ,neutral,"['Ms', 'Laakso', 'will', 'be', 'responsible', 'for', 'HKScan', 's', 'HR', 'functions', 'and', 'for', 'their', 'development', 'in', 'all', 'of', 'the', 'Group', 'smarket', 'areas']"
Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company  Wartsila Corporation ,neutral,"['Fiskars', 'is', 'also', 'engaged', 'in', 'the', 'global', 'supply', 'of', 'marine', 'and', 'energy', 'equipment', 'solutions', 'and', 'services', 'through', 'its', 'associated', 'company', 'Wartsila', 'Corporation']"
Aberdeen Asset Management Gains Foothold In China,positive,"['Aberdeen', 'Asset', 'Management', 'Gains', 'Foothold', 'In', 'China']"
Finland s dominating rail company VR is planning to set the infected passengers for longdistance trip in a separate carriage ,neutral,"['Finland', 's', 'dominating', 'rail', 'company', 'VR', 'is', 'planning', 'to', 'set', 'the', 'infected', 'passengers', 'for', 'longdistance', 'trip', 'in', 'a', 'separate', 'carriage']"
In November  the Finnish government decreased its ownership in the company further to 311 percent from 38 percent ,neutral,"['In', 'November', 'the', 'Finnish', 'government', 'decreased', 'its', 'ownership', 'in', 'the', 'company', 'further', 'to', '311', 'percent', 'from', '38', 'percent']"
Finnish Exel Composites  a technology company that designs  manufactures  and markets composite profiles and tubes for various industrial applications  reports its net sales decreased by 06  in the second quarter of 2010 to EUR 192 mn from EUR 193 mn in the corresponding period in 2009 ,neutral,"['Finnish', 'Exel', 'Composites', 'a', 'technology', 'company', 'that', 'designs', 'manufactures', 'and', 'markets', 'composite', 'profiles', 'and', 'tubes', 'for', 'various', 'industrial', 'applications', 'reports', 'its', 'net', 'sales', 'decreased', 'by', '06', 'in', 'the', 'second', 'quarter', 'of', '2010', 'to', 'EUR', '192', 'mn', 'from', 'EUR', '193', 'mn', 'in', 'the', 'corresponding', 'period', 'in', '2009']"
Of Bavelloni s and NST s joint ventures  Bavelloni Tools  completes semiproducts that are produced in Italy into highquality tools that will be sold under the DiaPol brand ,neutral,"['Of', 'Bavelloni', 's', 'and', 'NST', 's', 'joint', 'ventures', 'Bavelloni', 'Tools', 'completes', 'semiproducts', 'that', 'are', 'produced', 'in', 'Italy', 'into', 'highquality', 'tools', 'that', 'will', 'be', 'sold', 'under', 'the', 'DiaPol', 'brand']"
The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind ,neutral,"['The', 'tool', 'is', 'a', 'patent', 'pending', 'design', 'that', 'allows', 'consumers', 'to', 'lay', 'out', 'their', 'entire', 'project', 'on', 'a', 'removable', 'plate', 'using', 'multiple', 'clear', 'stamps', 'of', 'any', 'kind']"
GOOGL is a short below 740 into the upper BB and is overbought,negative,"['GOOGL', 'is', 'a', 'short', 'below', '740', 'into', 'the', 'upper', 'BB', 'and', 'is', 'overbought']"
LIGHTS OUT Before curfew  curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan ,neutral,"['LIGHTS', 'OUT', 'Before', 'curfew', 'curl', 'up', 'with', 'the', 'latest', 'bestseller', 'and', 'treat', 'your', 'eyes', 'to', 'the', 'perfect', 'reading', 'light', 'from', 'Luceplan']"
UPMKymmene Corp  the world s largest maker of magazine paper  on Tuesday reported a 19percent profit drop as lower paper prices  higher costs and a strong euro hurt revenue ,negative,"['UPMKymmene', 'Corp', 'the', 'world', 's', 'largest', 'maker', 'of', 'magazine', 'paper', 'on', 'Tuesday', 'reported', 'a', '19percent', 'profit', 'drop', 'as', 'lower', 'paper', 'prices', 'higher', 'costs', 'and', 'a', 'strong', 'euro', 'hurt', 'revenue']"
The total value of the contract is some EUR 8 million ,neutral,"['The', 'total', 'value', 'of', 'the', 'contract', 'is', 'some', 'EUR', '8', 'million']"
The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance  in the maximum ,neutral,"['The', 'prerequisite', 'for', 'inclusion', 'in', 'the', 'program', 'and', 'for', 'receipt', 'of', 'any', 'gains', 'is', 'that', 'key', 'employees', 'acquire', 'Aspo', 'shares', 'to', 'the', 'amount', 'determined', 'by', 'the', 'Board', 'in', 'advance', 'in', 'the', 'maximum']"
Mr Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton s Power Controls Business Unit since January 2007 ,neutral,"['Mr', 'Doring', 'has', 'been', 'with', 'Eaton', 'since', '1989', 'and', 'acted', 'as', 'the', 'Business', 'Unit', 'Manager', 'for', 'Eaton', 's', 'Power', 'Controls', 'Business', 'Unit', 'since', 'January', '2007']"
The 250 sq m 2691 sq ft store in Copenhagen s premier shopping district was inaugurated today  further strengthening the company s presence in Nordic capitals ,positive,"['The', '250', 'sq', 'm', '2691', 'sq', 'ft', 'store', 'in', 'Copenhagen', 's', 'premier', 'shopping', 'district', 'was', 'inaugurated', 'today', 'further', 'strengthening', 'the', 'company', 's', 'presence', 'in', 'Nordic', 'capitals']"
In the financial statement for the first quarter of 2010  Tikkurila is reported under discontinued operations ,neutral,"['In', 'the', 'financial', 'statement', 'for', 'the', 'first', 'quarter', 'of', '2010', 'Tikkurila', 'is', 'reported', 'under', 'discontinued', 'operations']"
The world s second largest stainless steel maker said net profit in the threemonth period until Dec 31 surged to euro603 million US 781 million  or euro3 33 US 431 per share  from euro172 million  or euro0 94 per share  the previous year ,positive,"['The', 'world', 's', 'second', 'largest', 'stainless', 'steel', 'maker', 'said', 'net', 'profit', 'in', 'the', 'threemonth', 'period', 'until', 'Dec', '31', 'surged', 'to', 'euro603', 'million', 'US', '781', 'million', 'or', 'euro3', '33', 'US', '431', 'per', 'share', 'from', 'euro172', 'million', 'or', 'euro0', '94', 'per', 'share', 'the', 'previous', 'year']"
Name of Applicant  Jot Automation OYName of Inventor  Mammila Tuomo  Piirainen Mika and Kellokoski MikaApplication No  2424KOLNP2008 ADate of filing of Application  16062008Publication Date  30012009,neutral,"['Name', 'of', 'Applicant', 'Jot', 'Automation', 'OYName', 'of', 'Inventor', 'Mammila', 'Tuomo', 'Piirainen', 'Mika', 'and', 'Kellokoski', 'MikaApplication', 'No', '2424KOLNP2008', 'ADate', 'of', 'filing', 'of', 'Application', '16062008Publication', 'Date', '30012009']"
Netflix Grows Efforts To Create Loyal Customers NFLX httpstco5QXBkoBphe,positive,"['Netflix', 'Grows', 'Efforts', 'To', 'Create', 'Loyal', 'Customers', 'NFLX', 'httpstco5QXBkoBphe']"
The OMX Nordic 40 OMXN40 index  comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange  closed down 087  at 106414 points on Thursday ,negative,"['The', 'OMX', 'Nordic', '40', 'OMXN40', 'index', 'comprising', 'the', '40', 'most', 'traded', 'Nordic', 'stocks', 'on', 'the', 'Nasdaq', 'OMX', 'exchange', 'closed', 'down', '087', 'at', '106414', 'points', 'on', 'Thursday']"
AAPL nibbling on a small long via 525 buying off 13min charts,positive,"['AAPL', 'nibbling', 'on', 'a', 'small', 'long', 'via', '525', 'buying', 'off', '13min', 'charts']"
The operating margin of Aker Yards Cruise  Ferries division went down from 83  to 64  in the first quarter of 2007 ,negative,"['The', 'operating', 'margin', 'of', 'Aker', 'Yards', 'Cruise', 'Ferries', 'division', 'went', 'down', 'from', '83', 'to', '64', 'in', 'the', 'first', 'quarter', 'of', '2007']"
TYC just about to break out to new highs lots of technicals looking great right now,positive,"['TYC', 'just', 'about', 'to', 'break', 'out', 'to', 'new', 'highs', 'lots', 'of', 'technicals', 'looking', 'great', 'right', 'now']"
Eero Katajavuori  currently Group Vice President  Human Resources  will take a yearlong sabbatical starting from October 1  2010 ,neutral,"['Eero', 'Katajavuori', 'currently', 'Group', 'Vice', 'President', 'Human', 'Resources', 'will', 'take', 'a', 'yearlong', 'sabbatical', 'starting', 'from', 'October', '1', '2010']"
Whats up with LULU  Numbers looked good not great but good  I think conference call will instill confidence,neutral,"['Whats', 'up', 'with', 'LULU', 'Numbers', 'looked', 'good', 'not', 'great', 'but', 'good', 'I', 'think', 'conference', 'call', 'will', 'instill', 'confidence']"
The adjustment measures will be carried out in phases to secure the delivery capability ,neutral,"['The', 'adjustment', 'measures', 'will', 'be', 'carried', 'out', 'in', 'phases', 'to', 'secure', 'the', 'delivery', 'capability']"
Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers  Tyrvaan Sanomat and Paikallissanomat  appearing in Sastamala and its neighbouring municipalities  are to be bought by Suomen Paikallissanomat Oy ,neutral,"['Alma', 'Media', 'Corporation', 'Press', 'Release', '15', 'March', '2010', 'TYRVAAN', 'SANOMAT', 'AND', 'PAIKALLISSANOMAT', 'BEING', 'BOUGHT', 'BY', 'SUOMEN', 'PAIKALLISSANOMAT', 'Two', 'local', 'papers', 'Tyrvaan', 'Sanomat', 'and', 'Paikallissanomat', 'appearing', 'in', 'Sastamala', 'and', 'its', 'neighbouring', 'municipalities', 'are', 'to', 'be', 'bought', 'by', 'Suomen', 'Paikallissanomat', 'Oy']"
Temporary layoffs  affecting the entire workforce  will also be implemented ,negative,"['Temporary', 'layoffs', 'affecting', 'the', 'entire', 'workforce', 'will', 'also', 'be', 'implemented']"
A meeting for the media and analysts will be held on the same day at 1030 am at Stonesoft Headquarters in Helsinki  Italahdenkatu 22 A The Interim report will be presented by Stonesoft s CEO Ilkka Hiidenheimo ,neutral,"['A', 'meeting', 'for', 'the', 'media', 'and', 'analysts', 'will', 'be', 'held', 'on', 'the', 'same', 'day', 'at', '1030', 'am', 'at', 'Stonesoft', 'Headquarters', 'in', 'Helsinki', 'Italahdenkatu', '22', 'A', 'The', 'Interim', 'report', 'will', 'be', 'presented', 'by', 'Stonesoft', 's', 'CEO', 'Ilkka', 'Hiidenheimo']"
Finnish SampoRosenlew manufactures approximately seven forest machines monthly  and about half of machines are exported ,neutral,"['Finnish', 'SampoRosenlew', 'manufactures', 'approximately', 'seven', 'forest', 'machines', 'monthly', 'and', 'about', 'half', 'of', 'machines', 'are', 'exported']"
Facebook near a buy point last week faces a different technical test today httpstcoc72LLMpiNM FB AAPL NFLX httpstcofPFbYTYPuY,positive,"['Facebook', 'near', 'a', 'buy', 'point', 'last', 'week', 'faces', 'a', 'different', 'technical', 'test', 'today', 'httpstcoc72LLMpiNM', 'FB', 'AAPL', 'NFLX', 'httpstcofPFbYTYPuY']"
4 February 2011  Finnish broadband data communication systems provider Teleste Oyj HEL  TLT1V said Wednesday its net profit rocketed to EUR4 8 m in 2010 from EUR416 000 in 2009 and it lifted its dividend proposal ,positive,"['4', 'February', '2011', 'Finnish', 'broadband', 'data', 'communication', 'systems', 'provider', 'Teleste', 'Oyj', 'HEL', 'TLT1V', 'said', 'Wednesday', 'its', 'net', 'profit', 'rocketed', 'to', 'EUR4', '8', 'm', 'in', '2010', 'from', 'EUR416', '000', 'in', '2009', 'and', 'it', 'lifted', 'its', 'dividend', 'proposal']"
FREE Ha Heeeeeere comes the pump So glad I picked up 9K end of day Get ready for the bull ride,positive,"['FREE', 'Ha', 'Heeeeeere', 'comes', 'the', 'pump', 'So', 'glad', 'I', 'picked', 'up', '9K', 'end', 'of', 'day', 'Get', 'ready', 'for', 'the', 'bull', 'ride']"
Finnish technology group Aspocomp Group Oyj  OMX Helsinki  ACG1V  issued its third quarter report on Thursday  13 November   posting an operating profit of EUR0 4 m  as compared to a loss of EUR0 5 m in the third quarter of 2007 ,positive,"['Finnish', 'technology', 'group', 'Aspocomp', 'Group', 'Oyj', 'OMX', 'Helsinki', 'ACG1V', 'issued', 'its', 'third', 'quarter', 'report', 'on', 'Thursday', '13', 'November', 'posting', 'an', 'operating', 'profit', 'of', 'EUR0', '4', 'm', 'as', 'compared', 'to', 'a', 'loss', 'of', 'EUR0', '5', 'm', 'in', 'the', 'third', 'quarter', 'of', '2007']"
The building complex consists of highquality office and retail space totalling 49200 square metres  the company said ,neutral,"['The', 'building', 'complex', 'consists', 'of', 'highquality', 'office', 'and', 'retail', 'space', 'totalling', '49200', 'square', 'metres', 'the', 'company', 'said']"
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation ,neutral,"['Finnish', 'insurance', 'company', 'Fennia', 'and', 'Kesko', 'Group', 'are', 'ending', 'their', 'loyal', 'customer', 'cooperation']"
The unit is planned to be operational during the second half of 2007 and in full stream in 2008 ,neutral,"['The', 'unit', 'is', 'planned', 'to', 'be', 'operational', 'during', 'the', 'second', 'half', 'of', '2007', 'and', 'in', 'full', 'stream', 'in', '2008']"
ITG s share in the deal is estimated at some 500000 euro  627000 ,neutral,"['ITG', 's', 'share', 'in', 'the', 'deal', 'is', 'estimated', 'at', 'some', '500000', 'euro', '627000']"
The plant is expected to enter commercial operation by mid2009 ,neutral,"['The', 'plant', 'is', 'expected', 'to', 'enter', 'commercial', 'operation', 'by', 'mid2009']"
Aspo has also investigated the sales opportunities of Kaukomarkkinat s electronics business ,neutral,"['Aspo', 'has', 'also', 'investigated', 'the', 'sales', 'opportunities', 'of', 'Kaukomarkkinat', 's', 'electronics', 'business']"
BG Group appoints new CEO one month early,neutral,"['BG', 'Group', 'appoints', 'new', 'CEO', 'one', 'month', 'early']"
The acquisition will have an immediate positive impact on Aspocomp s financial result ,positive,"['The', 'acquisition', 'will', 'have', 'an', 'immediate', 'positive', 'impact', 'on', 'Aspocomp', 's', 'financial', 'result']"
Finnair s passenger load factor  which measures the number of sold seats as a share of all available seats  dropped by 13 percentage points to 767  in September ,negative,"['Finnair', 's', 'passenger', 'load', 'factor', 'which', 'measures', 'the', 'number', 'of', 'sold', 'seats', 'as', 'a', 'share', 'of', 'all', 'available', 'seats', 'dropped', 'by', '13', 'percentage', 'points', 'to', '767', 'in', 'September']"
RT bman1 LNG looks primed also EGHT poised to run too,positive,"['RT', 'bman1', 'LNG', 'looks', 'primed', 'also', 'EGHT', 'poised', 'to', 'run', 'too']"
It is also 77 pct above the 12month volume weighted average price of the stock ,positive,"['It', 'is', 'also', '77', 'pct', 'above', 'the', '12month', 'volume', 'weighted', 'average', 'price', 'of', 'the', 'stock']"
