Sentence,Sentiment
Sanoma News advertising sale decreased 22 year,negative
Pharmaceutical market Czech Republic Global Research Data Services published recently market analysis pharmaceutical market Czech Republic,neutral
Finnish construction company YIT reducing number startup marketfinanced residential unit 2007 2300 previously announced 2700,neutral
Cash Flow Operations recent quarter also reached eight year low,neutral
TietoEnator 113 pct 1838 extending recent low last week secondquarter report dealer said,negative
maritime administration said ship ignored warning icy condition,negative
Synergy Pharma Soars 67 Today Positive Phase 3 Results SGYP httpstkscoj2awg,positive
Operating profit rose EUR 16 mn EUR 11 mn corresponding period 2006,positive
Making matter difficult company said grappling higher oil gas price pushed cost energy raw material transportation,negative
VRTX Vertex Monthly lower hilower lo Long term uptrend intract far,positive
Financial detail disclosed,neutral
include software development internet mobile telephone content communication valueadded software financial service security application system integration electronics EBRD informed,neutral
YIT lodged counter claim Neste Oil totaling EUR25m primarily based work carried contract additional cost incurred due prolongation project,neutral
Follow Berkshire Hathaway Apple Stock,neutral
total amount subscription price recorded fund invested nonrestricted equity,neutral
TSLA 5th wave 1 hour chart hammer candle developing close 200 sma might good spot call,positive
Strongest growth seen new market Russia Czech Republic Slovakia,positive
tower engineer created 18 degree westward lean four time inclination Leaning Tower Pisa using diagrid structure aligned geometrically using Tekla Structures BIM Building Information Modeling software,neutral
Amer bought Salomon adidas October said job cut aimed boosting competitiveness,neutral
Acando AB ACANB SS fell 89 percent 1335 kronor lowest close since Dec 11,negative
measure Suominen Corporation aim ensure competitiveness Flexible Packaging business long term,positive
IfHeDiesHeDies Bullhorn334 ZNGA short getting nervous,positive
financial statement release available publishing Company internet page wwwcargoteccom,neutral
world glass coming Egypt invite Visitors around world attend Glass World Exhibition 2009 Register wwwglassworldexcom,neutral
Comparable operating profit totaled EUR 47 mn EUR 51 mn corresponding period 2005 representing 74 net sale,negative
raw material come Europe US paid euro US dollar sale take place ruble,neutral
ADPnews May 4 2010 Finnish cutlery hand tool maker Fiskars Oyj Abp HEL FISAS said today net profit declined EUR 129 million USD 17m first quarter 2010 EUR 17 million correspond,neutral
maximum 666104 new share subscribed exercising B option 2004 stock option plan,neutral
inspects company strategic strength weakness,neutral
planned closing date provided,neutral
Lemminkainen Group headquartered Helsinki Finland operates sector construction industry civil engineering building contracting technical building service building material industry,neutral
implementation deal subject approval Finnish Competition Authority,neutral
Microsoft also churned courtship agreeing use Navteq mapping service offered company Nokia bought 81 billion year ago,positive
GeoSolutions team provides intriguing new technology combining GPS Mobilebased technology together Internetbased social networking,neutral
3C Expo signature show Dongguan supported Dongguan Municipal Government every year featuring computer accessory software communication network product,neutral
Pharmaceuticals Poland brandnew market analysis give clear overview actual situation future outlook pharmaceutical market Poland,neutral
Trading new share right dividend distribution fund start exchange Helsinki tomorrow,neutral
dualfuel engine vessel operate liquefied natural gas LNG low emission,neutral
Among Finnish share traded US Stora Enso closed 033 pct lower 1211 eur UPMKymmene 028 pct 1810 eur Metso 013 pct 3106 eur,neutral
addition presentation held President CEO Kai Telanne CFO Tuomas Itkonen participant opportunity discus member company management,neutral
change holding accordance Chapter 2 Section 9 Finnish Securities Markets Act described,neutral
CapMan partner able develop business continue focus providing quality restaurant service customer say Christopher Wynne CEO Papa John Russia,positive
crane would installed onboard two freighter ordered Singaporean ship owner Masterbulk,neutral
business divested generates consolidated net sale EUR 60 million annually currently 640 employee,neutral
ADPnews Feb 5 2010 Finnish real estate investor Sponda Oyj HEL SDA1V said today slipped net loss EUR 815 million USD 118 2009 profit EUR 293 million 2008,neutral
company EUR2 8 bn asset count among five largest shareholder Finnish insurer Ilmarinen 434 Varma 070 well Finnish state pension fund VER 061,neutral
addition 29 employee laid notice whole workforce laid short period needed,neutral
chessNwine IWM 30Minute Chart Small cap threatening descending triangle breakdown 11020 httpstkscor0KKm,negative
CORPORATE UPDATE C 19952009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation OMX Helsinki TLT1V reported Wednesday 4 February operating profit EUR5 6 net sale EUR108 7 year 2008,neutral
Stockholmbased Nordea Bank STO NDA said yesterday hired Casper von Koskull lead corporate merchant banking capital market unit effective 1 September,neutral
total need staff cut corresponds 300 manyears,negative
Finnish fiber plastic product maker Suominen Corporation said net loss narrowed 16 mln euro 20 mln first nine month 2006 216 mln euro 27 mln period 2005,positive
CompaniesFresnillo share jump 8 silver price break 21,positive
Bluewin Security available monthly subscription,neutral
Operating profit EUR 114 mn EUR 75 mn,positive
Finnish Raisio Diagnostics launching new DNAbased quick test ensure safety food,positive
nonrecurring cost caused Talentum Premedia business area restructuring amount 20 mln euro 27 mln included company financial result second quarter 2007,neutral
Finnish software developer Basware Oyj said November 30 2006 US subsidiary Basware Inc order provide software contract lifecycle management unnamed US medical technology company,positive
chain unite 4550 centre end 2008,neutral
important thing keep bank existing 15000 customer,neutral
price stainless steel also rose Europe,neutral
Sweden Gallerix accumulated SEK denominated sale 1 EUR denominated sale 11,neutral
ISRG ISRG Short httpstkscof1vVU httpstkscoc1qrm,negative
DARA breaking,positive
total 38244 new Citycon share nominal value EUR 135 per share subscribed 19 April exercising ABC option based company stock option plan 1999,neutral
AAPL Im sure short holding breath hoping miracle lol,positive
Management decided end 2005 increase cathode copper capacity,neutral
Image data produced browser phone server converted bitmapped image sent handset display,neutral
Shire say internal synergy goal Baxalta deal higher,positive
One largest project magazine division SanomaWSOY Sanoma Magazines International 2006 became launch Russian magazine Gloriya,neutral
Finnish airline Finnair starting temporary layoff cabin crew February 2010,neutral
seller founder company,neutral
Foodservice consumer good market served approximately 13000 people 54 manufacturing unit several sale office 33 country,neutral
acquisition frozen food fish sector long synergy Lnnen Tehtaat business,neutral
GNRC finding support 10day line far,positive
transaction agreement Metsaliitto purchase 247 MetsaBotnia share UPM 3 Mreal,neutral
Britains FTSE fall back Ashtead commodity pressure,negative
Sales Seppala diminished 6 per cent,neutral
BBRY bye bye Sammy Hello BB Sounds like well see green tomorrow,positive
capacity cut 14 passenger load factor 78 percentage point,negative
Rockwell Collins provider flight deck cabin information management solution business aircraft operator,neutral
floor area Yliopistonrinne project 7900 sq building gross area total 12800 sq total 251 facility let,neutral
NFLX VISION short term consolidation movement higher httpstkscoj05uu,positive
Theodosopoulos said Tellabs could value Nokia Siemens Nortel given leading supply status Verizon along highgrowth product,positive
current position Manty worked since 1996,neutral
new production plant company would increase capacity meet expected increase demand would improve use raw material therefore increase production profitability,positive
Analyst Views Astrazeneca share seen recent volatility 2015,negative
Earnings per share EPS dropped EUR 021 EUR 031,neutral
transaction Tikkurila powder coatingsrelated operation company said,neutral
ARM Holdings plc Dominos Pizza Group plc ASOS plc 3 musthave growth stock,neutral
Pearl Plaza LLC joint venture SRV Shanghai Industrial Investment Holdings Co Ltd concluded investment decision construction first phase shopping center Saint Petersburg Russia,positive
measure result decreased demand technical design product information,neutral
Finnish financial group Aktia report operating profit EUR 444 mn JanuarySeptember 2009 EUR 373 mn corresponding period 2008,positive
