Sentence,Sentiment
In the autumn  it plans to expand service to St Petersburg and Moscow and launch service to Yekaterinburg  Russia  flying there three times a week ,positive
The company s profit totaled Ls 578100 in H1 2007  down 309  yearonyear ,negative
The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the BuenavistaCuautitlan suburban railway ,positive
FDA approves AstraZeneca drug for advanced lung cancer,positive
The order is included in Metso s fourth quarter 2007 order backlog ,neutral
Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement ,neutral
Ragutis  which is controlled by the Finnish brewery  reported a 54percent rise in beer sales to 1044 million litres and held an 1109percent market share ,positive
mcp rolling over for a new intraday low Bottom Pickers continue to get destroyed,negative
The company has an annual turnover of EUR32 8 m,neutral
It has80 branches in Finland with annual revenue in Finland of ,neutral
The portfolio comprises of 118000 m2 of leasable space with a vacancy rate of roughly 5   let to around 140 tenants of which two of the largest are the Swedish government and Ericsson ,neutral
WPP boosts sales despite cautious clients,positive
The mediumterm operative targets of the company remain unchanged ,neutral
ADP News  Feb 13  2009  Finnish retailer Kesko Oyj HEL  KESBV said today its total sales  excluding value added tax VAT  stood at EUR 6613 million USD 8531 m in January 2009  down 152  yearonyea,negative
 Consumers have very well received our packed fresh meat ,positive
The corrected chapter is in its entirety below ,neutral
The major part of the deliveries include different AC and CXE amplifier solutions and products by DINH Telecom  a company acquired by Teleste last spring ,neutral
TietoEnator itself uses Nokia s Intellisync Mobile Suite s wireless email  calendar  and device management capabilities  and the company will now extend these services to its customers ,positive
It will provide heating in the form of hot water for the sawmill s needs ,neutral
However  the net sales declined to EUR 8036 million from EUR 12 billion ,negative
In the second quarter of 2010  Raute s net loss narrowed to EUR 123000 from EUR 15 million in the same period of 2009 ,positive
DGI technical alerts Gilligans Island Buy Setup Stochastic Buy Signal Lizard Bullish Hammer Candlestick Wid httpstkscoc29Nu,positive
The record date for dividend distribution is March 14  2008 ,neutral
 IH  in a move to enhance growth ,positive
The EBRD is using its own funds to provide a 216 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks  Nordea Bank Finland Plc 77 million Euros and Pohjola Bank Plc 23 million Euros ,neutral
Stockholm  3 March 2011 About Cybercom The Cybercom Group is a hightech consultancy that offers global sourcing for endtoend solutions ,neutral
He said he has been losing five families a month to the economy as many make alternative arrangements to save money ,negative
MILAN  AFX   The Italian shipping group Grimaldi has increased its stake in the Finnish company Finnlines to 354 pct from the 305 pct held in June  according to news agency ANSA ,neutral
Commenting on the deal  Shane Lennon  SVP of Marketing  Product Development at GyPSii said  ,neutral
External net sales from the printing business fell by 437   partly due to the termination of the printing contract between IlkkaYhtyma s printing house Iprint Oy and sector player HSS Media AB in December 2009 and the fall in printing prices ,neutral
The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars  in the east of the country  where it already operates a hook manufacturing and distribution unit ,neutral
The firm is headquartered in Vantaa  southern Finland and has 16 employees ,neutral
At 133 pm  the OMX Helsinki 25 was 030 pct lower at 246367 and the OMX Helsinki was down 037 pct at 853742 on volume of 256 mln eur ,neutral
We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis  in the company of many of the largest software vendors in the world ,positive
Westpac Banking Corp  Is to issue a benchmark  3 year FRN deal in Euros ,neutral
Includes company and brand share data by category  as well as distribution channel data ,neutral
For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register ,neutral
AAPL price momentum weakening going into the close,negative
Through the acquisition Solteq will expand its solutions offering by Microsoft s Dynamics business software products ,positive
The company s profit totaled Ls 134700 ,neutral
LEED is an internationally recognized green building certification system  developed by the US Green Building Council ,neutral
However  its market share shrank to 4759 per cent from 48 per cent a year earlier ,negative
TalkTalk hires BAE Systems to investigate cyber attack,negative
Looks like its booking a one way ticket to its 40 week MA near 50 Losing 10 week here LULU httpchartly7xb9h9b,neutral
FTSE led lower by MS GlaxoSmithKline,negative
The exercise price of the option will be based on Safran Software Solutions  license and maintenance sales as well as the result of the company ,neutral
Fullyear operating result for 2008 was 36 million negative ,negative
The company said production volumes so far indicate the circuit is capable of the targeted output rate of 60000 tonnes per day  or 22 million tonnes a year ,neutral
Jun 25  2008  Boy Genius Report delivered by Newstex   The Nokia  NYSE  NOK  N78  huh ,neutral
 We have come out with a decision which is based on our preliminary economic  operational and environmental findings   Karvinen said ,neutral
The new majority owners of Aspocomp Thailand Co  Ltd are certain private persons belonging to immediate circle of Aspocomp s present Joint Venture partner  Saha Pathana InterHolding Plc ,neutral
Some 38 mln euro   52 mln  of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850000 new Ixonos shares ,neutral
Established in 1987  the SRV Group is a private Finnish construction concern with operations in Finland  the Baltic countries and Russia ,neutral
The business section also includes Ahlstrom s sustainability report ,neutral
lemiste City is the environment for a knowledgebased economy providing work for 3300 people with the total turnover of its companies amounting to EEK 54 bn   said lo Prnits  chairman of the supervisory board of lemiste City and Mainor ,neutral
Jacobs has been supporting Storengy s investment of developing storage sites since 2006 as owner s engineer ,neutral
The company had earlier said that it was considering different strategic options for the struggling lowcost mobile operator  including a divestment of its holding ,neutral
Sainsburys Asda Tesco and Morrisons will all cut petrol prices as oil falls ,negative
Barclays sells benchmark indices unit to Bloomberg,positive
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier ,neutral
Finnish forestry company UPMKymmene and waste management company Lassila  Tikanoja said on Jan 30 they were planning to produce ethanol and energy from commercial and industrial waste ,neutral
ISMS does not disclose its financial results  the daily said ,neutral
The contract covers the manufacturing  surfacetreatment and installation of the steel structures ,neutral
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 504 mln euro   725 mln  for the first nine months of 2007 from 201 mln euro   289 mln  for the same period of 2006 ,positive
Under the deal  Know IT will pay SEK90m  USD12 8 mEUR8 6 m  in cash and stock ,neutral
For the first nine months of 2010  the company s net profit rose to EUR41m from EUR30m for the corresponding period of 2009 ,positive
AAPL 50DMA turned up MACD crossover a halfahair away on the weekly EOD break out likely,positive
