Sentence,Sentiment,Tokens
Eero Katajavuori currently Group Vice President Human Resources take yearlong sabbatical starting October 1 2010,neutral,"['Eero', 'Katajavuori', 'currently', 'Group', 'Vice', 'President', 'Human', 'Resources', 'take', 'yearlong', 'sabbatical', 'starting', 'October', '1', '2010']"
Whats LULU Numbers looked good great good think conference call instill confidence,neutral,"['Whats', 'LULU', 'Numbers', 'looked', 'good', 'great', 'good', 'think', 'conference', 'call', 'instill', 'confidence']"
adjustment measure carried phase secure delivery capability,neutral,"['adjustment', 'measure', 'carried', 'phase', 'secure', 'delivery', 'capability']"
Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT PAIKALLISSANOMAT BOUGHT SUOMEN PAIKALLISSANOMAT Two local paper Tyrvaan Sanomat Paikallissanomat appearing Sastamala neighbouring municipality bought Suomen Paikallissanomat Oy,neutral,"['Alma', 'Media', 'Corporation', 'Press', 'Release', '15', 'March', '2010', 'TYRVAAN', 'SANOMAT', 'PAIKALLISSANOMAT', 'BOUGHT', 'SUOMEN', 'PAIKALLISSANOMAT', 'Two', 'local', 'paper', 'Tyrvaan', 'Sanomat', 'Paikallissanomat', 'appearing', 'Sastamala', 'neighbouring', 'municipality', 'bought', 'Suomen', 'Paikallissanomat', 'Oy']"
Temporary layoff affecting entire workforce also implemented,negative,"['Temporary', 'layoff', 'affecting', 'entire', 'workforce', 'also', 'implemented']"
meeting medium analyst held day 1030 Stonesoft Headquarters Helsinki Italahdenkatu 22 Interim report presented Stonesoft CEO Ilkka Hiidenheimo,neutral,"['meeting', 'medium', 'analyst', 'held', 'day', '1030', 'Stonesoft', 'Headquarters', 'Helsinki', 'Italahdenkatu', '22', 'Interim', 'report', 'presented', 'Stonesoft', 'CEO', 'Ilkka', 'Hiidenheimo']"
Finnish SampoRosenlew manufacture approximately seven forest machine monthly half machine exported,neutral,"['Finnish', 'SampoRosenlew', 'manufacture', 'approximately', 'seven', 'forest', 'machine', 'monthly', 'half', 'machine', 'exported']"
Facebook near buy point last week face different technical test today httpstcoc72LLMpiNM FB AAPL NFLX httpstcofPFbYTYPuY,positive,"['Facebook', 'near', 'buy', 'point', 'last', 'week', 'face', 'different', 'technical', 'test', 'today', 'httpstcoc72LLMpiNM', 'FB', 'AAPL', 'NFLX', 'httpstcofPFbYTYPuY']"
4 February 2011 Finnish broadband data communication system provider Teleste Oyj HEL TLT1V said Wednesday net profit rocketed EUR4 8 2010 EUR416 000 2009 lifted dividend proposal,positive,"['4', 'February', '2011', 'Finnish', 'broadband', 'data', 'communication', 'system', 'provider', 'Teleste', 'Oyj', 'HEL', 'TLT1V', 'said', 'Wednesday', 'net', 'profit', 'rocketed', 'EUR4', '8', '2010', 'EUR416', '000', '2009', 'lifted', 'dividend', 'proposal']"
FREE Ha Heeeeeere come pump glad picked 9K end day Get ready bull ride,positive,"['FREE', 'Ha', 'Heeeeeere', 'come', 'pump', 'glad', 'picked', '9K', 'end', 'day', 'Get', 'ready', 'bull', 'ride']"
Finnish technology group Aspocomp Group Oyj OMX Helsinki ACG1V issued third quarter report Thursday 13 November posting operating profit EUR0 4 compared loss EUR0 5 third quarter 2007,positive,"['Finnish', 'technology', 'group', 'Aspocomp', 'Group', 'Oyj', 'OMX', 'Helsinki', 'ACG1V', 'issued', 'third', 'quarter', 'report', 'Thursday', '13', 'November', 'posting', 'operating', 'profit', 'EUR0', '4', 'compared', 'loss', 'EUR0', '5', 'third', 'quarter', '2007']"
building complex consists highquality office retail space totalling 49200 square metre company said,neutral,"['building', 'complex', 'consists', 'highquality', 'office', 'retail', 'space', 'totalling', '49200', 'square', 'metre', 'company', 'said']"
Finnish insurance company Fennia Kesko Group ending loyal customer cooperation,neutral,"['Finnish', 'insurance', 'company', 'Fennia', 'Kesko', 'Group', 'ending', 'loyal', 'customer', 'cooperation']"
unit planned operational second half 2007 full stream 2008,neutral,"['unit', 'planned', 'operational', 'second', 'half', '2007', 'full', 'stream', '2008']"
ITG share deal estimated 500000 euro 627000,neutral,"['ITG', 'share', 'deal', 'estimated', '500000', 'euro', '627000']"
plant expected enter commercial operation mid2009,neutral,"['plant', 'expected', 'enter', 'commercial', 'operation', 'mid2009']"
Aspo also investigated sale opportunity Kaukomarkkinat electronics business,neutral,"['Aspo', 'also', 'investigated', 'sale', 'opportunity', 'Kaukomarkkinat', 'electronics', 'business']"
BG Group appoints new CEO one month early,neutral,"['BG', 'Group', 'appoints', 'new', 'CEO', 'one', 'month', 'early']"
acquisition immediate positive impact Aspocomp financial result,positive,"['acquisition', 'immediate', 'positive', 'impact', 'Aspocomp', 'financial', 'result']"
Finnair passenger load factor measure number sold seat share available seat dropped 13 percentage point 767 September,negative,"['Finnair', 'passenger', 'load', 'factor', 'measure', 'number', 'sold', 'seat', 'share', 'available', 'seat', 'dropped', '13', 'percentage', 'point', '767', 'September']"
RT bman1 LNG look primed also EGHT poised run,positive,"['RT', 'bman1', 'LNG', 'look', 'primed', 'also', 'EGHT', 'poised', 'run']"
also 77 pct 12month volume weighted average price stock,positive,"['also', '77', 'pct', '12month', 'volume', 'weighted', 'average', 'price', 'stock']"
Coke dividend 3 Google dividend 0 passive income Coke take GOOG KO httpstcoQBsoWjxOST,neutral,"['Coke', 'dividend', '3', 'Google', 'dividend', '0', 'passive', 'income', 'Coke', 'take', 'GOOG', 'KO', 'httpstcoQBsoWjxOST']"
Profit tax EUR 54 mn EUR 36 mn year earlier,positive,"['Profit', 'tax', 'EUR', '54', 'mn', 'EUR', '36', 'mn', 'year', 'earlier']"
subsidiary setting facility manufacturing highdensity interconnection printed circuit board PCBs Nokia special economic zone Sriperumbudur near Chennai,neutral,"['subsidiary', 'setting', 'facility', 'manufacturing', 'highdensity', 'interconnection', 'printed', 'circuit', 'board', 'PCBs', 'Nokia', 'special', 'economic', 'zone', 'Sriperumbudur', 'near', 'Chennai']"
CRM Sep 40 call 35 since entry BANG httpstkscodeDm,positive,"['CRM', 'Sep', '40', 'call', '35', 'since', 'entry', 'BANG', 'httpstkscodeDm']"
JanuaryJune 2010 diluted loss per share stood EUR0 3 versus EUR0 1 first half 2009,negative,"['JanuaryJune', '2010', 'diluted', 'loss', 'per', 'share', 'stood', 'EUR0', '3', 'versus', 'EUR0', '1', 'first', 'half', '2009']"
Rapala said estimate make saving 12 mln eur year centralising French operation one site,positive,"['Rapala', 'said', 'estimate', 'make', 'saving', '12', 'mln', 'eur', 'year', 'centralising', 'French', 'operation', 'one', 'site']"
VMW Got nice push today following small sweeper May C morning,positive,"['VMW', 'Got', 'nice', 'push', 'today', 'following', 'small', 'sweeper', 'May', 'C', 'morning']"
topped consensus forecast earnings 021 euro share,positive,"['topped', 'consensus', 'forecast', 'earnings', '021', 'euro', 'share']"
RD Loan,neutral,"['RD', 'Loan']"
future company intends look knowhow outside company cooperate actor sector,positive,"['future', 'company', 'intends', 'look', 'knowhow', 'outside', 'company', 'cooperate', 'actor', 'sector']"
need ready window open Rosberg said,neutral,"['need', 'ready', 'window', 'open', 'Rosberg', 'said']"
50000 tonne asphalt mix used contract,neutral,"['50000', 'tonne', 'asphalt', 'mix', 'used', 'contract']"
PA JPMorgan Chase Co NYSE JPM Pohjoa Bank joint leadmanagers senior unsecured deal,neutral,"['PA', 'JPMorgan', 'Chase', 'Co', 'NYSE', 'JPM', 'Pohjoa', 'Bank', 'joint', 'leadmanagers', 'senior', 'unsecured', 'deal']"
CTRP breaking good vol parser buy signal noticed bob langs comment looking 48 fast,positive,"['CTRP', 'breaking', 'good', 'vol', 'parser', 'buy', 'signal', 'noticed', 'bob', 'langs', 'comment', 'looking', '48', 'fast']"
Sales Finland decreased 105 January sale outside Finland dropped 17,neutral,"['Sales', 'Finland', 'decreased', '105', 'January', 'sale', 'outside', 'Finland', 'dropped', '17']"
pulp production Finnish Kemijrvi also liquidated 1100 employee loose job,negative,"['pulp', 'production', 'Finnish', 'Kemijrvi', 'also', 'liquidated', '1100', 'employee', 'loose', 'job']"
Nordea cheapest also couple 30 debt,neutral,"['Nordea', 'cheapest', 'also', 'couple', '30', 'debt']"
Jussi Pesonen member Sampo Board since 2006 renounce seat Sampo Board,neutral,"['Jussi', 'Pesonen', 'member', 'Sampo', 'Board', 'since', '2006', 'renounce', 'seat', 'Sampo', 'Board']"
Tesla recalling 2700 Model X car httpstco8Z7BkVsTl9 TSLA,negative,"['Tesla', 'recalling', '2700', 'Model', 'X', 'car', 'httpstco8Z7BkVsTl9', 'TSLA']"
Adjusted change Group structure Division net sale increased 17,positive,"['Adjusted', 'change', 'Group', 'structure', 'Division', 'net', 'sale', 'increased', '17']"
Making matter difficult company said grappling higher oil gas price pushed cost energy raw material transportation,neutral,"['Making', 'matter', 'difficult', 'company', 'said', 'grappling', 'higher', 'oil', 'gas', 'price', 'pushed', 'cost', 'energy', 'raw', 'material', 'transportation']"
amending proposal simplifies proposed plan increase incentive key employee stay Company,positive,"['amending', 'proposal', 'simplifies', 'proposed', 'plan', 'increase', 'incentive', 'key', 'employee', 'stay', 'Company']"
solution expanded include ground staff task,neutral,"['solution', 'expanded', 'include', 'ground', 'staff', 'task']"
Operating loss totalled EUR 32 mn compared profit EUR 72 mn third quarter 2008,negative,"['Operating', 'loss', 'totalled', 'EUR', '32', 'mn', 'compared', 'profit', 'EUR', '72', 'mn', 'third', 'quarter', '2008']"
FEDDAY looking sharp move equity AAPL HD LOW FB seeing UVXY TVIX getting hammered even though market,positive,"['FEDDAY', 'looking', 'sharp', 'move', 'equity', 'AAPL', 'HD', 'LOW', 'FB', 'seeing', 'UVXY', 'TVIX', 'getting', 'hammered', 'even', 'though', 'market']"
Net sale totaled EUR 936 mn EUR 932 mn corresponding period 2005,positive,"['Net', 'sale', 'totaled', 'EUR', '936', 'mn', 'EUR', '932', 'mn', 'corresponding', 'period', '2005']"
consequence Works Council withdrawn petition suspend reorganisation,neutral,"['consequence', 'Works', 'Council', 'withdrawn', 'petition', 'suspend', 'reorganisation']"
CEO Erkki Jrvinen happy company performance 2010,positive,"['CEO', 'Erkki', 'Jrvinen', 'happy', 'company', 'performance', '2010']"
Comparable net sale expected increase 10 2008 line group target,positive,"['Comparable', 'net', 'sale', 'expected', 'increase', '10', '2008', 'line', 'group', 'target']"
Following transaction Lundbeck worldwide right nalmefene excluding North America Mexico Turkey SouthKorea,positive,"['Following', 'transaction', 'Lundbeck', 'worldwide', 'right', 'nalmefene', 'excluding', 'North', 'America', 'Mexico', 'Turkey', 'SouthKorea']"
government started selloff last month putting 8 percent stake TeliaSonera auction bloc,neutral,"['government', 'started', 'selloff', 'last', 'month', 'putting', '8', 'percent', 'stake', 'TeliaSonera', 'auction', 'bloc']"
report go provide detailed profile ten leading European specialty chemical company brief profile major player,neutral,"['report', 'go', 'provide', 'detailed', 'profile', 'ten', 'leading', 'European', 'specialty', 'chemical', 'company', 'brief', 'profile', 'major', 'player']"
operating profit net sale threemonth period increased respectively EUR16 0 EUR139m compared corresponding quarter 2006,positive,"['operating', 'profit', 'net', 'sale', 'threemonth', 'period', 'increased', 'respectively', 'EUR16', '0', 'EUR139m', 'compared', 'corresponding', 'quarter', '2006']"
company expects net sale whole 2009 previous year level,neutral,"['company', 'expects', 'net', 'sale', 'whole', '2009', 'previous', 'year', 'level']"
company headquartered Sievi Finland listed Nordic Exchange Helsinki,neutral,"['company', 'headquartered', 'Sievi', 'Finland', 'listed', 'Nordic', 'Exchange', 'Helsinki']"
Commission income increased 22 EUR 44 mn lending volume rose 135,positive,"['Commission', 'income', 'increased', '22', 'EUR', '44', 'mn', 'lending', 'volume', 'rose', '135']"
Finnish company sold UK operation consisting 50 staff office London Birmingham Manchester part deal Hampden July 2001 Europeanwide property casualty arm Sampo Industrial,neutral,"['Finnish', 'company', 'sold', 'UK', 'operation', 'consisting', '50', 'staff', 'office', 'London', 'Birmingham', 'Manchester', 'part', 'deal', 'Hampden', 'July', '2001', 'Europeanwide', 'property', 'casualty', 'arm', 'Sampo', 'Industrial']"
building home improvement trade sale decreased 225 EUR 2014 mn,negative,"['building', 'home', 'improvement', 'trade', 'sale', 'decreased', '225', 'EUR', '2014', 'mn']"
Innova 2 building located close downtown immediate vicinity Paviljonki travel center within walking distance heart city thanks trade fair bridge,neutral,"['Innova', '2', 'building', 'located', 'close', 'downtown', 'immediate', 'vicinity', 'Paviljonki', 'travel', 'center', 'within', 'walking', 'distance', 'heart', 'city', 'thanks', 'trade', 'fair', 'bridge']"
Finnish textile clothing group Marimekko Oyj posted net profit 799 mln euro 104 mln 2006 compared 84 mln euro 109 mln 2005,neutral,"['Finnish', 'textile', 'clothing', 'group', 'Marimekko', 'Oyj', 'posted', 'net', 'profit', '799', 'mln', 'euro', '104', 'mln', '2006', 'compared', '84', 'mln', 'euro', '109', 'mln', '2005']"
main strength cooperation project lie merging knowhow two large company,positive,"['main', 'strength', 'cooperation', 'project', 'lie', 'merging', 'knowhow', 'two', 'large', 'company']"
Shareholders right put agenda AGM item within competence general meeting,neutral,"['Shareholders', 'right', 'put', 'agenda', 'AGM', 'item', 'within', 'competence', 'general', 'meeting']"
Kazgiprotsvetmet Outotec Finland signed agreement strategic cooperation marketing providing mineral processing metallurgical plant related service Kazakhstan surrounding country,positive,"['Kazgiprotsvetmet', 'Outotec', 'Finland', 'signed', 'agreement', 'strategic', 'cooperation', 'marketing', 'providing', 'mineral', 'processing', 'metallurgical', 'plant', 'related', 'service', 'Kazakhstan', 'surrounding', 'country']"
Due rapid decrease net sale personnel reduction carried wider scale initially expected,neutral,"['Due', 'rapid', 'decrease', 'net', 'sale', 'personnel', 'reduction', 'carried', 'wider', 'scale', 'initially', 'expected']"
government instead proposed exchange state stake LMT TeliaSonera stake Lattelecom,neutral,"['government', 'instead', 'proposed', 'exchange', 'state', 'stake', 'LMT', 'TeliaSonera', 'stake', 'Lattelecom']"
Stora due release fourthquarter 2009 fullyear earnings Feb 4,neutral,"['Stora', 'due', 'release', 'fourthquarter', '2009', 'fullyear', 'earnings', 'Feb', '4']"
Fullyear operating result 2008 36 million negative,neutral,"['Fullyear', 'operating', 'result', '2008', '36', 'million', 'negative']"
NQ got hit hard lower look like found support 1889 httpstkscos052z,negative,"['NQ', 'got', 'hit', 'hard', 'lower', 'look', 'like', 'found', 'support', '1889', 'httpstkscos052z']"
2008 AVC Systemhaus net sale EUR 10 million USD 71,neutral,"['2008', 'AVC', 'Systemhaus', 'net', 'sale', 'EUR', '10', 'million', 'USD', '71']"
company established 3G base station 17000 foot foot Mount Everest enable mountain climber 29035foot summit surf Internet even send video exploit,positive,"['company', 'established', '3G', 'base', 'station', '17000', 'foot', 'foot', 'Mount', 'Everest', 'enable', 'mountain', 'climber', '29035foot', 'summit', 'surf', 'Internet', 'even', 'send', 'video', 'exploit']"
offer customer solution based renewable raw material,neutral,"['offer', 'customer', 'solution', 'based', 'renewable', 'raw', 'material']"
survey conducted Taloustutkimus Sampo Life show company badly prepared losing key staff member,neutral,"['survey', 'conducted', 'Taloustutkimus', 'Sampo', 'Life', 'show', 'company', 'badly', 'prepared', 'losing', 'key', 'staff', 'member']"
Antti Orkola president Kemira GrowHow Industrial Solutions unit told Thomson Financial News company put opening mine price phosphate quite depressed long time,neutral,"['Antti', 'Orkola', 'president', 'Kemira', 'GrowHow', 'Industrial', 'Solutions', 'unit', 'told', 'Thomson', 'Financial', 'News', 'company', 'put', 'opening', 'mine', 'price', 'phosphate', 'quite', 'depressed', 'long', 'time']"
